"Timestamp","Are you a university student?","Are you Taking your online Classes during this COVID-19 pandemic?","Are your classes are through the live sessions or recorded?","What is your age?","Gender?","From Which Country you Belong?","Your institute is private or government?","In which Institute you are studying?","Degree Level?","Your Program Name?","Which Tool you are using during online learning?","Which platform your tool support?","Is the lecture's material shared with you well after the Online session?","Are you Facing Internet issue during your online class?","Does your tool support recording while live session?","Does your tool shows live subtitles during lecture?","Does Tool has feature for Assignment submission?","Does Assignment feature contain grading option?","Does tool have quiz submission option?","Does quiz feature contain evaluation option?","Is chat room is available in your tool?  ","Is there any feature available for your attendance?","Does your tool have a whiteboard feature?","Does your tool have a one-to-one communication (Private chat with the instructor or student) feature?","Does your tool have a Screenshare feature?","Does your tool have a scheduling or reminder feature?","Does your tool support an online quiz?","Does your tool have the feature ""Raise hand"" during the live session for the question?","Have your recived notification from tool when your class has been started?","Where you get help for your study in addition to live sessions?","Rate your Answer [Are you Satisfied from your Classes?]","Rate your Answer [Is the specific tool is availble easily?]","Rate your Answer [How good Audio and Video Quality of the Online Class?]","Rate your Answer [How good your internet connection is while taking online class?]","Rate your Answer [How often you feel interruption during your online class?]","Your Suggestions regarding the improvement of Online Classes?","If You Want to add any feature, in a specific Tool? Please Mention.","How to improve this Survey form? ","","","","","","","",""
"2020/05/03 5:39:31 am GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Government","International Islamic University Islamabad","Undergraduate","Computer Science","Zoom;GoToMeeting","Android","Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","No","Yes","Yes","No","No","Yes","No","YouTube","1","3","3","3","2","","Screen Sharing;Screen Recording;White Board;Live subtitles;Lecture materials;Sceduling of Classes;Class Notification;Attendance;Assignment Upload/Evaluation;Quiz Upload/Evaluation","","","","","","","","",""
"2020/05/03 5:40:00 am GMT+5","Yes","Yes","Recorded","17-23","Male","Pakistan","Private","Ripha internationally university ","Undergraduate","Computer Science","Zoom;Google Meet","Windows;Android","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","YouTube","3","4","3","3","3","","Class Notification","","","","","","","","",""
"2020/05/03 5:41:44 am GMT+5","Yes","Yes","Live Session","17-23","Male","Pakistan","Private","Comsats university Islamabad","Postgraduate","Computer Science","Microsoft Teams","Windows","No","Yes","No","Maybe","Yes","Yes","No","No","Yes","No","No","Yes","No","Yes","No","No","Yes","YouTube","1","1","1","1","1","noise issue how made better,userfriendly made,downlode options of  vedio stream made","Screen Sharing;Screen Recording;White Board;Attendance;Quiz Upload/Evaluation","Level of learning how much increse from online classes","","","","","","","",""
"2020/05/03 5:47:48 am GMT+5","Yes","Yes","Recorded","24-28","Male","Pakistan","Private","ISP Multan, Punjab, Pakistan","Postgraduate","Computer Science","University LMS system","Windows;Android;IOS;Mac;Linux","Yes","Yes","Yes","Maybe","Yes","Yes","Maybe","Maybe","Yes","No","No","Yes","No","No","No","Yes","Yes","YouTube","2","2","4","2","2","online classes is not best way. but in current situation i have no option.student face multiple problem.internet speed.laptop availability.internet packages.every week assignment it is very difficult for students.   ","Audio/Video Calling;Screen Sharing;Screen Recording;White Board;Live subtitles;Class Notification;Attendance;Quiz Upload/Evaluation","Use some international tools for online classes or use VU type online university systems.","","","","","","","",""
"2020/05/03 5:50:14 am GMT+5","Yes","Yes","Live Session","24-28","Female","Pakistan","Private","Institute of southern punjab","Postgraduate","Computer Science","Lms","Windows;Android","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","No","YouTube","3","3","3","2","1","Increase network ability","Class Notification;Raise Hand during session","Check every session and improve it","","","","","","","",""
"2020/05/03 6:05:14 am GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Government","Iiui","Undergraduate","Social sciences","Zoom;Google Meet;Skype;Whatsapp","Android","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Khan academy","3","3","3","3","3","Technology improvement","Audio/Video Calling","Bu adding some more critical questions","","","","","","","",""
"2020/05/03 6:09:29 am GMT+5","Yes","Yes","Recorded","24-28","Male","Pakistan","Private","Institute of Southern punjab Multan","Postgraduate","Computer Science","Zoom","Android","Yes","No","Yes","Maybe","Maybe","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","YouTube","3","3","3","3","2","","Screen Recording;Lecture materials;Class Notification;One to one Communication","It is compulsary to improve above mentioned tools.","","","","","","","",""
"2020/05/03 6:19:49 am GMT+5","Yes","Yes","Recorded","17-23","Female","Pakistan","Private","Air University ","Undergraduate","Phsychology","Zoom","Windows;Android","Yes","Yes","No","No","No","No","No","No","Yes","Yes","No","Yes","Yes","No","No","Yes","No","YouTube","1","3","2","2","3","One to one requirement ","Lecture materials;Sceduling of Classes;Class Notification;Attendance;One to one Communication;Assignment Upload/Evaluation;Quiz Upload/Evaluation","Nil","","","","","","","",""
"2020/05/03 6:41:54 am GMT+5","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/05/03 6:52:08 am GMT+5","Yes","Yes","Live Session","17-23","Male","Pakistan","Private","COMSATS","Postgraduate","Computer Science","Microsoft Teams","Windows","No","Yes","Yes","No","Yes","Yes","Maybe","Maybe","Yes","No","Yes","Yes","No","No","Yes","No","No","YouTube","1","2","1","1","1","NO ONLINE CLASSES","Screen Sharing;Live subtitles;Lecture materials;Sceduling of Classes;Class Notification;Raise Hand during session","","","","","","","","",""
"2020/05/03 7:06:00 am GMT+5","Yes","Yes","Live Session","24-28","Male","Pakistan","Government","Cui wah","Graduate","Electrical Engineering","Microsoft Teams","Android","Yes","Yes","No","Maybe","Maybe","No","Maybe","Maybe","Yes","No","No","No","Yes","No","No","No","No","YouTube","2","3","2","1","2","teacher avoid mthemstical and long dairivation","Screen Recording;White Board;Attendance;Raise Hand during session","share it","","","","","","","",""
"2020/05/03 7:22:37 am GMT+5","Yes","Yes","Recorded","17-23","Male","Pakistan","Private","Institute of southern Punjab","Postgraduate","Computer Science","Skype","Windows","Yes","Yes","No","Maybe","Yes","Yes","No","No","Yes","Yes","No","No","No","Yes","No","Yes","No","YouTube","3","4","5","4","4","Instructor Clearly brief all answers in char room ","Attendance","Improve our study method ","","","","","","","",""
"2020/05/03 7:27:03 am GMT+5","Yes","Yes","Live Session","17-23","Male","Pakistan","Government","GOVERNMENT COLLEGE UNIVERSITY FAISALABAD ","Postgraduate","Computer Science","Zoom;Microsoft Teams;Google Hangout","Windows;Android","Yes","No","No","No","Yes","No","Maybe","Maybe","No","Yes","No","No","No","Yes","Yes","Yes","Yes","YouTube","3","4","3","4","5","","Sceduling of Classes","","","","","","","","",""
"2020/05/03 7:32:50 am GMT+5","Yes","Yes","Recorded","29-35","Male","Pakistan","Private","Institute of southern punjab","Postgraduate","Computer Science","Discusion room","Windows","Yes","Yes","No","No","Yes","Yes","No","No","Yes","Yes","No","No","No","No","Yes","No","Yes","YouTube","4","4","2","4","2","Live sesdion so students can ask question. ","Audio/Video Calling;Screen Sharing","Its good","","","","","","","",""
"2020/05/03 7:43:30 am GMT+5","Yes","Yes","Recorded","24-28","Female","Pakistan","Private","Isp multan","Postgraduate","Computer Science","Microsoft Teams;Google Meet","Windows","Yes","Yes","No","Maybe","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","No","No","No","Yes","YouTube","1","1","3","2","1","","Screen Sharing;Class Notification;One to one Communication","","","","","","","","",""
"2020/05/03 7:53:33 am GMT+5","Yes","Yes","Recorded","24-28","Male","Pakistan","Private","ISP Multan","Postgraduate","Computer Science","LMS University","All","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","No","Yes","Yes","YouTube","4","4","4","4","3","Is good no need to improve","Screen Sharing","Good one","","","","","","","",""
"2020/05/03 7:54:50 am GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Private","Abasyn uni isb","Postgraduate","Computer Science","Zoom;Google Meet","Android","Yes","Yes","Yes","Maybe","No","No","No","No","Yes","No","No","No","No","No","No","No","No","YouTube","1","1","1","1","1","","Lecture materials","","","","","","","","",""
"2020/05/03 8:09:26 am GMT+5","Yes","Yes","Live Session","24-28","Female","Pakistan","Private","INSTITUTE OF SOUTHERN PUNJAB","Postgraduate","Computer Science","Google Meet","Android","Yes","Yes","No","Maybe","Maybe","No","Maybe","No","Yes","Yes","No","Yes","No","No","No","No","No","YouTube","2","2","3","3","3","","Chat Room","","","","","","","","",""
"2020/05/03 8:14:17 am GMT+5","Yes","Yes","Recorded","24-28","Female","Pakistan","Private","ISP Multan","Postgraduate","Computer Science","Google Hangout","Windows","No","Yes","No","Yes","Yes","Yes","Maybe","Maybe","Yes","No","No","Yes","No","Yes","No","Yes","Yes","YouTube","3","3","3","3","3","The class should online","Screen Sharing;Live subtitles","By adding some more questions","","","","","","","",""
"2020/05/03 8:18:45 am GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Government","International islamic university islamabad","Undergraduate","Phsychology","Skype","Android","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","No","YouTube","2","1","1","1","2","","Audio/Video Calling;Screen Sharing;Screen Recording;Live subtitles;Lecture materials;Sceduling of Classes;Class Notification;Attendance;Raise Hand during session;One to one Communication;Assignment Upload/Evaluation;Quiz Upload/Evaluation","","","","","","","","",""
"2020/05/03 8:26:16 am GMT+5","Yes","Yes","Recorded","17-23","Female","Pakistan","Private","Institute of southern punjab ","Postgraduate","Computer Science","Zoom","Windows","Yes","No","Yes","Maybe","Yes","No","Yes","Maybe","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","YouTube","4","4","4","4","4","No suggestions ","White Board","","","","","","","","",""
"2020/05/03 8:36:45 am GMT+5","Yes","Yes","Live Session","24-28","Female","Pakistan","Private","Institutio of Southern Punjab Multan ","Postgraduate","Computer Science","Google Meet","Android","Yes","Yes","Yes","Maybe","Yes","Yes","No","No","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","YouTube","4","5","4","2","3","","Attendance","","","","","","","","",""
"2020/05/03 8:49:43 am GMT+5","Yes","Yes","Recorded","24-28","Male","Pakistan","Private","Institute of Southern Punjab Multan","Postgraduate","Computer Science","Google Meet","Windows","Yes","No","No","Maybe","Yes","Yes","Maybe","Maybe","Yes","No","No","No","No","Yes","No","Yes","No","YouTube","4","4","2","4","3","Some lecture's audio quality need to be better.","Screen Recording;White Board;Class Notification","Good","","","","","","","",""
"2020/05/03 8:53:32 am GMT+5","Yes","Yes","Live Session","24-28","Male","Pakistan","Private","ISP Multan","Postgraduate","Computer Science","Google Meet","Windows","Yes","No","Yes","Maybe","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","YouTube","3","3","3","3","3","Best","Live subtitles","","","","","","","","",""
"2020/05/03 9:00:06 am GMT+5","Yes","Yes","Recorded","24-28","Male","Pakistan","Private","ISP Multan","Postgraduate","Computer Science","independent LMS allowed just text","Windows","Yes","No","No","No","Yes","Yes","Maybe","Maybe","Yes","No","No","Yes","No","No","No","No","Yes","YouTube","3","5","4","5","4","Our LMS System till now supports just messaging in online session also for which FiFO queue is available. What i think is that this really can't helped out.
question and answer should be vocal.
i suggest zoom application that is free easy to use .
also by reading msgs mind also tired soon","Audio/Video Calling;Screen Sharing","some question don't have possible answers try to add it so everybody choose its best","","","","","","","",""
"2020/05/03 9:01:30 am GMT+5","Yes","Yes","Recorded","29-35","Female","Pakistan","Private","Institute of Southern punjab ","Doctorate","Computer Science","Google Meet","Android","Yes","No","Yes","Yes","Yes","Yes","Maybe","Maybe","Yes","No","No","No","No","No","No","No","Yes","YouTube","4","4","4","5","3","","Sceduling of Classes","","","","","","","","",""
"2020/05/03 9:07:20 am GMT+5","Yes","Yes","Recorded","24-28","Female","Pakistan","Private","Institute of southren punjab","Postgraduate","Computer Science","Discussion room","Windows","No","Yes","Yes","Maybe","Yes","Yes","Maybe","No","Yes","No","No","No","No","Yes","Yes","No","Yes","Google","3","4","2","4","3","Teachers should range online session for class and guide about assignmet ","Audio/Video Calling","","","","","","","","",""
"2020/05/03 9:07:30 am GMT+5","Yes","Yes","Recorded","17-23","Female","Pakistan","Private","Institute of southern punjab multan","Postgraduate","Computer Science","Google Meet","Android","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No","Yes","YouTube","5","5","4","4","3"," I think already system is well.","Class Notification","I am satisfied with available online system,no specific susggestion for improvement.","","","","","","","",""
"2020/05/03 9:12:36 am GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Private","Bilquies  post graduate college ","Undergraduate","Psychology ","Zoom","Android","Yes","Yes","Yes","Maybe","No","No","No","No","Yes","No","No","Yes","Yes","No","No","Yes","No","YouTube","2","4","1","1","1","Very poor internet connection and there is also disturbance during classes. ","White Board;Attendance;Assignment Upload/Evaluation;Quiz Upload/Evaluation","It's good. I like it. It has all features ","","","","","","","",""
"2020/05/03 9:15:09 am GMT+5","Yes","Yes","Live Session","Above 35","Male","Pakistan","Private","Abasyn university Islamabad ","Postgraduate","Computer Science","Zoom;GoToMeeting","Windows;Android;IOS;Mac;Linux","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","YouTube","5","5","5","5","4","","Audio/Video Calling;Screen Recording;White Board","","","","","","","","",""
"2020/05/03 9:18:51 am GMT+5","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/05/03 9:20:52 am GMT+5","Yes","Yes","Recorded","24-28","Male","Pakistan","Private","Institute of Southern Punjab, Multan, Pakistan","Postgraduate","Computer Science","University LMS Portal","Windows","Yes","Yes","No","No","Yes","Yes","No","No","Yes","No","No","No","No","No","No","Yes","No","YouTube","2","3","2","1","1","There must be an option for Attendance.","Class Notification;Attendance;One to one Communication;Quiz Upload/Evaluation","","","","","","","","",""
"2020/05/03 9:21:14 am GMT+5","Yes","Yes","Recorded","17-23","Female","Pakistan","Government","Gcuf","Postgraduate","Computer Science","Wattsap","Android","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes","Yes","No","Yes","YouTube","2","3","3","1","3","No","Screen Sharing;Class Notification;Assignment Upload/Evaluation;Quiz Upload/Evaluation","","","","","","","","",""
"2020/05/03 9:30:22 am GMT+5","Yes","Yes","Live Session","24-28","Female","Pakistan","Private","Institute of southern Punjab multan ","Postgraduate","Computer Science","Google Meet","Android","Yes","Yes","No","Yes","Yes","Yes","Yes","Maybe","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","YouTube","3","2","3","2","2","There must be live audio sessions instead of live chat with teachers ","Audio/Video Calling","","","","","","","","",""
"2020/05/03 9:37:05 am GMT+5","Yes","Yes","Recorded","17-23","Female","Pakistan","Private","Institute of suthern punjab","Graduate","Computer Science","GoToMeeting","Android","Yes","No","Yes","Maybe","Yes","Yes","Maybe","Yes","Yes","Yes","No","No","No","Yes","No","Yes","Yes","YouTube","4","4","4","3","4","its fine","Audio/Video Calling","This survey should be interactive","","","","","","","",""
"2020/05/03 9:40:34 am GMT+5","Yes","Yes","Live Session","17-23","Male","Pakistan","Private","Comsats university Islamabad ","Graduate","Computer Science","Microsoft Teams","Windows;IOS","Yes","Yes","Yes","No","Yes","Yes","Yes","Maybe","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","YouTube","3","4","2","2","2","","Screen Recording;White Board","It’s better already ","","","","","","","",""
"2020/05/03 9:41:41 am GMT+5","Yes","Yes","Recorded","24-28","Male","Pakistan","Private","ISP Multan","Postgraduate","Computer Science","ISP Portal Via LMS ","Windows","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","Yes","From Instructor video and PPT ","4","5","5","4","3","ok","Screen Recording","ok","","","","","","","",""
